1000000 100000
0 94212 646912
0 255301 479453
1 843216 916863
0 909778 136336
1 228372 98828
1 626472 181209
1 891788 854014
1 708173 708446
1 539362 438549
1 786833 403421
0 212072 774008
1 538906 572762
1 799017 906597
1 234727 175730
0 870261 883796
0 467556 271528
0 664350 820958
1 127982 384626
1 772517 378080
1 482889 801245
1 972701 137077
1 694937 175731
1 875384 976879
1 63360 239354
1 656192 767200
1 527938 898302
0 568217 637401
1 203836 176996
1 331383 313542
1 733624 433336
1 787940 309216
1 860387 757071
0 203833 491676
1 854349 863758
1 260554 323096
0 568639 676304
1 782969 810785
0 69749 875815
1 287830 883012
0 975109 696491
0 476775 988167
0 823708 791010
0 997075 939749
1 71212 536095
1 646723 83869
0 956204 177846
0 466938 974812
0 621014 577418
1 435583 407637
0 198976 401741
1 31078 658669
1 931484 206854
1 493459 836247
0 898901 96662
1 388385 160731
0 435483 245611
0 55748 157871
0 880734 229426
0 61686 748171
1 46744 191229
1 695838 640030
1 947258 275286
1 207625 362347
1 607837 424844
1 229735 339961
1 189722 330168
0 891547 395916
0 984129 814515
0 916429 745232
1 47237 881492
1 642767 137304
0 761020 561915
0 983607 147111
1 968802 399187
1 904128 458361
1 417576 44574
1 968469 63686
0 443809 419396
1 303902 342629
1 627073 416417
0 874155 372881
1 166678 464655
1 641450 388767
0 380701 380336
0 754960 961804
1 686290 365067
1 74597 610528
0 203325 891702
0 347465 64486
1 798974 405729
1 355412 623416
0 851009 150301
0 385410 5404
1 623184 855357
0 17100 689033
1 159151 540127
0 300238 559797
1 291685 572596
0 921326 296465
1 980086 115106
0 442563 40435
0 225164 527833
0 942266 688123
0 819177 484146
0 649424 646309
1 97168 835321
0 450698 709209
1 139525 687308
1 15096 43298
0 394479 112230
0 287461 740244
0 829800 620879
1 489166 464825
0 989065 635947
1 82504 58492
1 269050 383311
1 453147 313368
1 902827 999381
0 903610 978954
1 178373 725774
0 18103 320402
1 917354 820294
0 60639 825723
0 537941 903142
0 647730 322097
1 988908 189029
0 423367 550163
1 851211 108433
0 110844 718920
0 267983 159854
1 227776 772028
1 732035 55213
1 775894 795571
1 311860 751111
1 148483 255937
1 530038 596192
0 662057 743018
1 789754 29212
0 546091 825671
1 914612 263966
1 873388 856638
0 85432 917727
0 943925 560125
1 937546 346153
1 942725 144150
1 240701 890865
1 787106 825278
1 422727 675576
1 745610 525747
0 622059 941981
1 75282 182530
0 672162 411125
0 862103 375058
0 527655 640767
0 728208 116821
0 398359 430547
0 384555 132151
0 628057 783672
0 481358 398119
0 287820 437003
1 578055 671650
0 691067 944996
1 23324 845335
0 26219 322338
1 310567 470343
1 556002 402419
1 961271 964684
0 658805 771064
0 337504 699624
0 944322 599391
1 774278 838276
1 535002 827798
0 761890 252776
1 866290 588600
0 521704 895917
1 941503 576412
0 469451 491857
0 328870 151437
0 700854 451545
1 519996 148490
1 744158 61333
1 362404 288397
1 421875 976534
0 374482 699602
1 45259 789636
0 897786 447845
1 998871 265871
0 322429 724158
0 834860 273267
1 111011 351463
0 306201 542279
1 731017 323226
1 831945 324103
1 111498 318282
0 501005 933315
1 466714 793687
1 325319 279422
0 772227 85125
0 14113 278394
0 598940 168253
1 498781 705508
1 256421 974879
0 612914 304092
0 665534 600030
1 422872 383431
1 849408 985454
0 908372 430845
0 965285 52120
1 419671 291909
1 288484 332465
1 88781 394418
1 833449 448330
1 983856 581814
1 896298 744224
1 995855 847795
0 214828 359887
0 931105 817793
1 393959 961106
0 628082 403201
1 209122 409186
1 734776 240952
1 812396 455283
1 709248 782000
1 28344 506082
0 3832 746467
0 422679 520668
1 420806 263098
0 428070 550966
1 402560 109643
0 169902 531199
1 779837 625623
0 23446 115123
1 511448 355064
1 356159 365648
0 935766 559664
0 658188 949164
0 481598 869788
1 148441 324720
1 729985 267679
1 972458 829704
0 68327 306279
0 611084 188778
1 186486 726698
1 375683 947170
0 316174 886224
1 107045 932009
1 576470 845789
0 548889 272400
1 307719 705423
0 630310 887495
1 914775 261975
0 12526 256799
0 880123 407571
1 932534 399595
1 292620 391195
1 980013 665737
1 709516 735942
1 1685 194427
0 610384 901684
1 218209 554466
0 225140 632247
0 721737 877217
1 634820 301981
1 955572 187982
1 487704 814388
1 102330 80763
1 744086 660883
0 184747 914497
0 745835 574707
1 522088 226596
1 566284 454818
1 180928 793009
0 19613 374809
0 281021 532312
1 973337 71061
1 380145 596309
0 22789 981922
0 781423 567477
0 21449 546887
1 978485 837228
1 445401 520479
1 534367 731789
0 939041 774726
0 650217 886016
0 952341 478652
1 248911 348598
1 349268 278328
1 604358 881376
0 756200 129715
1 155239 724273
0 310202 981509
0 448161 388210
0 124257 797238
0 430516 659287
1 499171 473244
1 701209 965086
0 148080 706239
0 730075 634187
1 976713 17401
1 937566 76645
0 413415 9282
1 345418 714356
0 209951 569031
0 118550 497306
0 707609 919999
0 784761 521144
0 810099 258718
0 469877 171507
1 653999 511609
0 495356 375409
0 345862 276125
0 94823 402234
0 204081 869532
0 651627 977360
0 900368 480508
1 432635 209619
0 229325 507778
1 137445 550018
0 695793 829228
0 201837 664460
1 746413 84462
1 930772 364474
1 133690 568577
1 546616 853177
1 311726 287239
0 708360 481255
1 119557 620699
1 215655 779319
0 519576 639264
1 659436 669437
0 670806 382324
0 772192 414892
1 886410 800927
0 962234 442254
1 461044 665323
1 925036 651645
0 593551 185974
1 114080 619055
1 333281 420380
1 780633 590519
0 173360 343646
0 468598 705232
1 217778 465266
1 411324 905443
0 705980 700533
1 334331 38825
0 28992 99949
1 631347 209564
1 292938 434672
0 594400 49654
1 378043 333146
1 373411 697097
0 723948 677212
0 854816 67478
1 835853 684336
0 152116 739739
0 365698 639977
1 669698 545989
0 134504 923754
1 454314 695951
0 578274 538381
0 537611 903374
1 681835 339216
0 515741 830215
1 376241 242565
0 688303 374125
1 869296 469718
1 68279 451261
1 821219 62733
1 347511 790710
0 151392 522139
1 893561 421874
1 943224 747713
0 348088 989503
0 227645 68697
0 466334 295562
1 360712 93080
0 291407 613499
1 699088 892320
1 778048 508493
1 496745 990967
1 208202 751004
0 508901 569814
1 881518 848930
0 314625 212989
0 260533 863334
1 613691 350172
0 663558 527289
0 586196 517777
1 640513 816651
0 398664 252386
1 931063 540162
1 910256 421541
0 922861 812429
1 358131 702887
0 95209 97711
1 632438 973863
0 943867 120627
1 804810 412317
1 949511 876834
1 43097 339104
0 941438 630170
0 749129 926121
0 521481 149219
0 841667 655581
1 397269 684053
0 606594 257309
0 739210 690268
0 596735 539369
0 673450 896832
1 569512 550427
0 718026 774182
0 247713 888831
0 63048 969539
0 971062 512298
0 5990 769543
0 318297 733426
1 10734 19694
1 440025 756543
1 370958 340688
1 676938 156666
0 691018 811364
1 482882 358263
1 130188 395696
0 255534 177640
0 328024 465950
1 669094 233512
1 432820 409574
0 609513 337839
0 548031 867375
0 708927 499910
0 603824 682161
0 917284 7162
0 384870 128087
0 833268 180758
1 507983 499073
1 881427 757259
0 472223 638844
1 858759 212167
1 756440 785850
1 141819 375313
1 969097 123024
0 159740 95295
1 223271 297691
1 864226 324431
1 285866 238707
0 319722 711475
0 692870 256477
0 614112 694555
1 608742 126033
1 621466 610522
1 542768 548658
0 464678 306018
1 436315 792024
0 456813 228193
1 156743 94411
0 233964 342497
0 250707 247447
1 619836 7824
0 106739 357170
1 160085 470726
1 645463 128560
0 606495 78366
0 533447 935270
0 456931 81157
1 24422 861014
1 205785 588006
0 204274 997437
1 38795 254155
0 5079 87674
1 114219 297770
1 882291 420618
0 27378 42420
1 427084 790398
1 577628 882781
1 270515 553526
0 503953 139259
1 362356 211036
1 790283 530759
1 437662 341571
1 132696 384835
1 585245 347655
1 797524 349655
1 94202 367757
1 839664 452760
0 429452 803766
1 596343 476460
0 265634 892041
0 291418 75091
1 567211 555174
1 763618 13004
1 911499 406427
1 168628 95050
0 410286 791854
0 876955 986300
0 684566 16592
1 822005 52528
1 18332 236271
0 980601 487284
0 244922 724640
1 687217 729423
0 662221 357815
1 593098 781387
0 218050 398112
0 188743 917894
0 589172 333185
0 824477 536955
1 720892 316991
1 314728 71250
0 184036 387516
1 767841 587743
0 485255 920125
1 492957 836548
1 551034 232185
0 86458 825123
1 751994 498803
1 126663 559994
1 323285 468788
1 468945 641507
1 969382 473324
0 350260 601975
0 412449 628654
0 522967 167722
0 172048 635094
0 983017 53226
0 233973 490853
1 908386 56218
1 677151 768556
0 866825 632529
0 687151 406678
0 278391 109277
1 518154 412258
0 928867 605273
1 713267 717239
0 511273 338351
0 44046 12580
0 81251 980796
1 809644 724379
1 711143 129927
0 445368 323399
1 908652 559555
1 428649 757167
0 336254 835254
1 145140 678524
1 554059 528962
1 520519 584976
0 642471 161979
1 200179 142474
1 703947 564591
1 144928 351698
1 992071 368259
0 935617 914649
1 912923 595682
0 879609 744914
0 577393 432059
1 236518 242385
1 752777 116082
0 690014 661590
0 912672 216272
0 156311 887372
1 816153 772980
1 455369 86039
0 987045 123379
1 812472 587181
1 886403 591032
0 445640 915617
1 284931 167236
1 468345 874568
1 569921 414498
1 311240 43810
0 3003 868874
1 580072 790045
1 394719 308851
0 345203 991751
1 30265 682269
0 453720 310165
1 591555 889511
1 627264 679068
1 746430 133603
1 514562 836477
0 275023 425612
0 719835 75136
1 457895 206378
0 22934 732227
1 940028 217131
1 267632 679119
0 552408 687942
0 646178 573896
0 524468 336638
1 781850 801998
0 929528 203711
0 640199 855550
1 810061 980039
1 996332 807419
1 822879 381613
1 561568 858902
1 134805 251204
1 4666 384727
1 78454 967115
0 923822 319884
1 600160 522614
0 282112 700251
0 594083 267521
0 824995 475692
1 763515 974581
0 57149 523283
1 517796 733845
0 102770 313729
0 555713 480910
1 359912 450679
0 148801 731573
1 654891 52387
1 870036 328935
0 528080 776024
1 981499 967057
1 516330 918004
1 15836 329984
1 274337 712672
1 797069 533298
0 876960 103245
1 96109 437931
1 771297 776705
1 248697 900557
1 644594 970679
0 91976 833534
0 435694 653090
1 585047 329701
1 558053 66666
0 695036 656395
1 463659 783697
0 600377 369610
0 797513 187816
1 165 278376
0 585275 874368
1 306468 664486
0 695128 706643
0 157593 59437
1 769623 827389
1 843581 889395
0 613251 374150
0 667685 26218
1 681430 96364
1 433337 576567
0 556857 287086
1 102637 22525
1 439640 657310
1 157740 950992
0 155657 582401
1 672936 20959
1 948304 457394
1 166839 796402
1 767546 718539
0 829940 128549
1 581450 115179
0 277630 589836
0 641036 457108
0 521740 888212
0 349642 997912
0 233597 786793
1 971229 890766
1 921162 855811
0 465591 605007
1 679148 993870
0 698433 41965
1 745021 791182
1 336303 432580
0 877529 50841
0 640796 477363
0 468984 140329
1 831428 540300
0 84694 200209
0 690125 771196
0 687298 873830
1 892374 344586
1 629198 535358
1 167358 177977
1 96678 408971
0 754984 998537
0 966394 384514
1 937691 549866
0 798632 151672
1 449928 400008
1 526502 550997
1 797652 374022
1 699484 833655
0 26402 499874
1 100837 893757
0 443876 420304
1 339992 944860
0 523800 584800
1 776824 923859
0 930500 355530
0 581807 303005
0 407721 765186
1 280266 743678
1 413827 616967
0 952038 216841
1 508119 893444
0 573658 692598
1 21885 116860
0 523547 633484
0 377485 471032
0 301848 349156
0 806059 238856
0 953836 743012
0 523696 752140
0 818936 78041
1 454099 596736
1 212511 737387
1 605117 892933
0 36780 503643
0 15141 566675
1 527510 450692
1 675735 685989
0 970768 10410
0 902763 115583
0 752116 448932
0 89407 404709
0 646779 305122
0 166900 229810
0 145500 161966
1 744598 884531
1 172505 25716
0 918027 51705
0 162937 886174
1 320190 731695
0 827952 40770
1 348307 728070
0 885170 640588
1 359788 941162
0 739751 351074
1 244067 426831
0 754490 239214
0 413715 323411
1 874352 78310
1 758144 38257
1 375995 425508
0 199644 371637
0 722300 124463
0 612802 823891
1 616414 931801
1 505012 9715
0 964368 855353
1 786717 401676
0 895941 372417
0 370391 335570
0 798169 990251
0 984799 475825
0 17036 467452
1 506384 246748
0 190753 482050
1 714625 634679
0 69853 219706
1 320854 19957
1 84465 950765
1 815120 478724
0 96834 346436
1 337474 968285
0 234604 816271
0 640104 565100
0 677364 245346
1 563163 107944
0 125112 70822
1 62741 227098
0 180439 735212
0 908425 272345
1 318984 606609
1 756113 557256
0 350974 118417
0 5208 597371
1 764464 616149
1 876240 953895
0 202728 218408
1 145702 302547
1 397074 403693
0 395139 445917
0 341396 581374
0 609638 774657
0 831886 711083
1 680775 885862
1 202799 796618
1 118376 888426
1 571275 979186
0 904229 264207
0 656322 959247
0 631874 346489
1 657005 477954
1 456462 799029
0 467352 10972
0 157150 97724
1 699221 256451
0 179201 887371
1 205036 772608
0 806559 273778
0 950626 376896
0 873613 948715
1 797572 155229
0 90147 440301
1 923749 665345
0 64849 143208
1 364406 58538
0 966540 49124
0 832328 555110
1 573163 700841
1 217835 961270
0 931223 784954
1 915898 511469
1 111861 247095
1 356764 859959
0 869500 583156
1 143967 652358
0 966760 837165
1 316976 913642
0 66036 79937
1 883872 943907
1 574215 615393
0 570250 161872
1 544003 338685
1 261673 659445
0 512474 404180
0 232826 238345
1 850725 977458
1 102326 985738
1 101654 168165
0 937037 875152
0 412599 553808
1 646231 610612
0 192502 987177
0 588838 664237
1 548740 469117
1 847344 27861
1 637645 696137
1 700883 327585
0 231734 857816
0 140579 926427
0 594111 252848
1 366754 999929
0 74787 293989
1 615433 426475
0 505444 901637
1 28725 117098
1 458126 320984
0 574118 913401
1 935209 625147
1 729632 952086
1 652731 574601
1 173115 472569
0 961878 597814
1 233169 985894
0 766410 40210
0 210387 321505
0 217451 849413
1 208581 704789
1 120455 489516
0 852959 595866
1 56665 696161
0 748508 200171
1 413574 273677
1 702471 982528
1 631994 480236
1 842779 720591
1 871240 548797
0 307371 867409
0 756515 145582
0 129974 235829
1 467730 469996
1 115877 552389
0 177083 222529
0 932378 856463
1 27986 132432
1 706126 168950
1 251158 681756
1 389103 644262
1 786573 35337
0 707501 787043
1 688423 990863
1 875134 26364
0 912950 651590
0 546039 580189
1 847636 89852
1 633966 265523
1 652238 459055
1 714334 843121
1 302207 966760
1 339961 61477
1 643323 959670
1 618884 5750
1 789922 536242
1 93002 609405
0 813177 811905
1 820961 577253
0 720537 236305
0 941673 43525
1 174817 113289
1 854366 689227
0 606285 658192
1 884342 352799
1 362934 137023
0 271778 163905
1 979854 604419
0 367656 850218
1 306114 628248
0 288038 301586
0 36722 426030
0 39849 588042
0 640816 952820
1 505863 776729
1 886243 814929
1 285021 264683
1 837699 1689
0 531475 109769
0 612109 667564
0 462033 231428
1 602945 580866
0 303117 849121
1 409111 975336
0 107010 48191
0 874109 348566
1 54004 836213
0 424949 798887
1 523977 626776
0 963380 267811
0 320613 489695
1 849454 64130
0 300375 377313
0 963488 149452
0 616748 90853
1 109869 667855
0 953238 382041
1 638900 649386
0 252836 781762
0 588149 14751
1 622812 27485
1 558942 568960
0 403952 869921
0 868150 142797
0 780013 27901
1 861015 834293
1 240838 113075
1 452601 58967
1 232990 632774
1 769995 157473
1 593243 171675
1 771809 840811
0 114064 910338
1 205628 134163
1 467332 281837
1 85815 9206
0 492757 141008
0 403191 294289
0 25050 895770
0 552285 677289
0 332673 532907
0 523731 472950
0 578176 566865
1 710139 636446
0 423741 24492
0 866061 871346
0 77780 939091
0 984660 631905
0 538665 935801
0 524115 175597
0 435987 436503
1 358051 896343
1 524203 916779
1 755262 956523
1 466389 679959
0 205725 226984
0 678794 992068
1 341408 909185
0 768806 788941
0 619907 74381
0 827663 445794
0 935295 221893
0 25002 679868
1 204206 138304
0 190819 927309
1 410978 538748
0 76311 165089
0 279598 465796
1 255281 325481
1 426776 384152
1 64205 185661
0 322715 19872
1 130869 975624
0 314080 217747
0 578928 57794
1 89462 916439
1 371160 404627
1 157466 938788
1 744976 560602
1 358898 297436
1 954826 156029
0 868534 44597
1 524107 735418
0 773207 402649
1 56641 364126
1 594092 460537
0 160894 310914
0 520766 145562
0 76184 12211
0 186029 303474
1 866808 371024
1 484902 650706
0 579442 353841
1 210048 301920
1 370054 433025
0 446320 907526
0 8605 627051
1 504880 584819
1 131183 199099
0 887088 411923
0 583143 477242
0 848975 833381
0 957930 615564
0 304519 942166
1 557632 947943
0 71753 963380
0 241561 717442
1 452582 83032
1 577913 775561
1 118298 61231
1 890448 393515
0 809109 396679
1 660735 686920
1 411397 198118
1 145921 822746
1 544807 256865
1 142779 634789
1 873122 681728
1 962421 659096
0 538499 759288
1 551556 410861
0 903303 263583
1 182448 821995
1 240010 914832
1 123232 86269
1 748190 95197
0 956449 119190
1 704340 71226
0 595215 342915
1 942117 264473
1 621314 128112
0 764213 834303
0 710573 239567
1 398778 965237
1 208874 395033
0 754504 913495
1 201152 609670
0 68087 943121
1 392449 80963
1 819849 957197
0 2406 923601
1 572812 331540
1 191884 724836
0 64615 829394
1 796697 67768
0 110209 327131
1 206092 321033
1 713843 204667
1 85633 976162
0 541056 238961
0 385195 88695
0 762212 829084
1 999551 858783
0 102915 984345
0 906562 946173
0 444548 505566
1 688065 115400
1 209322 925933
0 350973 558105
0 485410 906278
1 133296 364194
0 886192 748576
0 368073 918215
0 805325 431907
1 832582 895998
0 424560 575665
1 676960 227580
0 765217 929917
1 634158 730376
1 169514 514973
0 72571 737887
1 626468 325457
0 26797 39402
1 713983 826137
1 554297 171422
1 371317 752991
1 126003 980718
1 841402 356920
1 2266 555440
0 371367 466646
1 47002 948213
1 753359 146963
1 882914 951441
0 259979 288370
1 961687 81476
1 626426 697447
0 609549 380644
1 345364 935506
1 551954 384825
1 801410 680160
0 802330 321982
1 65431 617440
